Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompRatio,SatisfactionScore,WorkLifeFlag,IncomePerYearExp
45,2,549,1,8,4,4,4,1,75,3,2,6,4,1,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0.8452217649748514,3.0,0,284.38461538461536
23,2,507,1,20,1,1,1,1,97,3,2,2,3,2,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2,0.5194330132601738,2.0,0,378.6666666666667
34,1,669,1,1,3,3,4,1,97,2,2,0,1,2,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,1.2215363511659807,2.6666666666666665,0,356.2
19,2,303,1,2,3,1,2,1,47,2,1,2,4,2,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,0.2519433013260174,3.0,1,551.0
44,2,621,1,15,3,3,1,0,73,3,3,0,4,1,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,1.8239597622313672,3.0,0,725.2727272727273
47,0,1169,1,14,4,5,3,1,64,3,2,6,2,1,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,1.249885688157293,2.6666666666666665,0,321.5882352941176
31,2,218,2,7,3,5,2,1,100,4,2,7,4,1,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7,1.2041011382396385,2.6666666666666665,1,629.9090909090909
46,1,638,1,1,3,3,3,1,40,2,3,0,1,1,10673,3142,2,1,13,3,3,1,21,5,2,10,9,9,5,2.440100594421582,2.3333333333333335,1,485.1363636363636
33,2,117,1,9,3,3,1,1,60,3,1,6,4,1,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,0.6358024691358025,2.3333333333333335,0,173.8125
38,2,702,2,1,4,1,1,0,59,2,2,7,4,2,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,1.509427404639847,2.6666666666666665,0,668.1538461538462
36,2,1396,1,5,2,1,4,1,62,3,2,2,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,1.3520804755372657,3.3333333333333335,0,347.88235294117646
46,2,991,0,1,2,1,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,0.8808543489449305,2.6666666666666665,0,311.1818181818182
41,2,447,1,5,3,1,2,1,85,4,2,0,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,1.570644718792867,1.6666666666666667,1,572.5
20,2,654,2,21,3,2,3,1,43,4,1,8,4,2,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,0.4653749239725432,3.6666666666666665,0,892.6666666666666
31,2,1003,2,5,3,5,1,1,51,3,2,7,3,1,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,1.4503432096620037,2.3333333333333335,0,1192.2857142857142
31,0,976,1,3,2,3,3,1,48,3,1,6,1,0,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,0.7007315957933242,2.6666666666666665,0,613.0
46,2,1402,2,2,3,2,3,0,69,3,4,3,1,1,17048,24097,8,0,23,4,1,0,28,2,3,26,15,15,9,2.9625510470066905,1.6666666666666667,0,587.8620689655172
53,2,1070,1,3,4,3,3,1,45,3,4,5,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,4.020118884316415,3.3333333333333335,1,799.2727272727273
24,2,350,1,21,2,5,3,1,57,2,1,2,1,0,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,0.5249199817101051,2.0,0,765.3333333333334
52,2,1325,1,11,4,1,4,0,82,3,2,2,3,1,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4,0.7199359853680841,3.0,0,314.9
36,1,1480,1,3,2,3,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,0.4773662551440329,3.0,1,149.14285714285714
29,2,1378,1,13,2,4,4,1,46,2,2,2,2,1,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,0.9202103337905807,2.3333333333333335,0,365.90909090909093
28,2,1300,1,17,2,3,3,1,79,3,2,2,1,0,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,1.042066758116141,2.6666666666666665,0,414.3636363636364
42,2,300,1,2,3,1,1,1,56,3,5,3,3,1,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14,4.316415180612712,1.6666666666666667,1,755.2
21,2,501,2,5,1,3,3,1,58,3,1,8,1,2,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,0.413589364844904,2.6666666666666665,0,793.3333333333334
52,2,723,1,8,4,3,3,1,85,2,2,6,2,1,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,1.1296296296296295,2.0,1,411.75
22,2,604,1,6,1,3,1,1,69,3,1,6,3,1,2773,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,0.633973479652492,2.6666666666666665,0,693.25
34,0,697,1,3,4,1,3,1,40,2,1,6,4,1,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,0.6810699588477366,3.6666666666666665,0,425.57142857142856
36,2,329,2,16,4,2,3,0,98,2,2,7,1,1,5647,13494,4,0,13,3,1,2,11,3,2,3,2,0,2,0.9813189677643583,1.6666666666666667,1,470.5833333333333
33,2,1277,1,15,1,3,2,1,56,3,3,3,3,1,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,3.111568358481939,3.0,0,850.625
22,2,1230,1,1,2,1,4,1,33,2,2,4,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2,1.0916780978509373,3.0,1,955.0
56,2,718,1,4,4,5,4,0,92,3,5,3,1,0,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,4.55944215820759,3.0,0,687.6896551724138
29,2,1329,1,7,3,1,3,1,82,3,2,0,4,0,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,1.514174668495656,3.0,0,946.1428571428571
36,2,884,2,1,4,1,2,0,73,3,2,7,3,2,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,1.1842905552176557,2.0,0,425.9375
34,2,1239,2,13,4,3,4,1,39,3,3,7,3,0,8628,22914,1,0,18,3,3,1,9,2,2,8,7,1,1,1.4993483360848032,3.3333333333333335,1,862.8
34,2,665,1,6,4,4,1,0,41,3,2,6,3,2,4809,12482,1,0,14,3,3,0,16,3,3,16,13,2,10,1.0994513031550068,2.3333333333333335,0,282.88235294117646
50,2,989,1,7,2,3,2,0,43,2,5,5,3,0,18740,16701,5,1,12,3,4,1,29,2,2,27,3,13,8,4.284407864654778,3.0,1,624.6666666666666
38,2,903,1,2,3,3,3,1,81,3,2,4,2,1,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,1.109967992684042,2.0,0,606.875
30,2,740,2,1,3,1,2,1,64,2,2,7,1,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,1.6880702059257973,2.3333333333333335,0,883.0909090909091
44,2,1099,2,5,3,2,2,1,88,3,5,3,2,1,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,3.1650013033278306,2.3333333333333335,0,674.5555555555555
48,1,365,1,4,5,3,3,1,89,2,4,3,4,1,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,3.4755372656607224,3.0,0,633.4166666666666
58,2,1145,1,9,3,3,2,0,75,2,1,6,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,0.7649748513946045,2.0,1,334.6
29,0,746,2,2,3,1,4,1,61,3,2,7,3,1,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,0.8078894777999827,2.6666666666666665,1,929.8
34,2,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0.9274480841080893,4.0,0,485.1818181818182
27,0,1277,1,8,5,1,1,1,87,1,1,2,3,1,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,1.0564700502972109,2.6666666666666665,0,1155.25
42,2,462,2,14,2,3,3,0,68,2,2,7,3,2,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3,1.0850638630636893,2.3333333333333335,0,567.6363636363636
41,1,1200,1,22,3,1,4,0,75,3,2,6,4,0,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,1.249885688157293,3.0,1,420.53846153846155
37,2,1189,2,3,3,1,3,1,87,3,3,7,4,2,7428,14506,2,0,12,3,1,0,12,3,3,5,3,1,3,1.2908158832218264,2.6666666666666665,0,571.3846153846154
25,2,1219,1,4,1,5,4,1,32,3,1,2,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,0.8438500228623685,3.3333333333333335,0,461.375
33,1,1146,2,25,3,3,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,0.7887740029542097,2.0,1,412.6363636363636
32,2,1093,2,6,4,3,2,1,87,3,2,7,3,2,5010,24301,1,0,16,3,1,0,12,0,3,11,8,5,7,0.8706229907029281,2.0,0,385.38461538461536
36,2,852,1,5,4,1,2,0,82,2,1,6,1,1,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0,0.7816643804298126,2.3333333333333335,0,488.42857142857144
26,2,1449,1,16,4,3,1,1,45,3,1,2,2,0,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,0.5425240054869684,2.3333333333333335,0,395.5
40,2,884,1,15,3,1,1,0,80,2,3,4,3,1,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,2.3856881572930955,2.6666666666666665,0,549.2105263157895
39,1,945,1,22,3,3,4,0,82,3,3,4,1,2,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,2.4874256973022404,2.6666666666666665,0,494.54545454545456
48,0,1262,1,1,4,3,1,1,35,4,4,3,4,2,16885,16154,2,0,22,4,3,0,27,3,2,5,4,2,1,3.860310928212163,2.6666666666666665,1,603.0357142857143
32,0,300,1,1,3,1,4,1,61,3,1,2,4,0,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2,0.5290352080475538,3.3333333333333335,0,462.8
43,2,930,1,6,3,3,1,0,73,2,2,6,3,2,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8,0.933013260173754,1.6666666666666667,1,194.33333333333334
39,1,203,1,2,3,1,1,1,84,3,4,0,4,0,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,2.78212162780064,3.0,0,553.1363636363636
20,1,871,1,6,3,1,4,0,66,2,1,2,4,2,2926,19783,1,1,18,3,2,0,1,5,3,1,0,1,0,0.6689529035208047,3.3333333333333335,0,1463.0
39,2,895,2,5,3,5,4,1,56,3,2,8,4,1,2086,3335,3,0,14,3,3,1,19,6,4,1,0,0,0,0.36249891389347466,3.6666666666666665,0,104.3
34,2,1320,1,20,3,5,3,0,89,4,1,6,3,1,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,0.590992226794696,3.3333333333333335,1,861.6666666666666
38,1,240,1,2,4,1,1,0,75,4,2,4,1,2,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12,1.367169638774577,2.0,0,332.22222222222223
28,2,760,2,2,4,2,2,0,81,3,2,7,2,1,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5,0.8304804935268051,1.6666666666666667,0,531.0
28,2,1404,1,17,3,5,3,1,32,2,1,2,4,0,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3,0.5411522633744856,2.6666666666666665,1,338.14285714285717
45,0,1050,2,9,4,1,2,0,65,2,2,7,3,1,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,0.9719350073855244,3.0,0,349.5625
26,1,1283,2,1,3,3,3,1,52,2,2,7,1,2,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,0.746198627161352,2.0,0,536.75
36,2,429,1,2,4,1,3,0,53,3,2,4,2,2,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,1.236854138088706,3.0,0,284.7368421052632
48,2,817,2,2,1,2,2,1,56,4,2,7,2,1,8120,18597,3,0,12,3,4,0,12,3,3,2,2,2,2,1.411069597706143,2.6666666666666665,0,624.6153846153846
43,2,1473,1,8,4,4,3,0,74,3,2,0,3,0,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,1.0338363054412436,3.3333333333333335,0,502.44444444444446
31,2,1079,2,10,2,3,3,0,86,3,2,7,4,0,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,1.1439742809974802,3.6666666666666665,0,731.4444444444445
34,1,735,1,22,4,4,3,1,86,2,2,6,4,1,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,1.3139003200731596,3.0,0,338.05882352941177
47,2,465,1,1,3,5,1,1,74,3,1,6,4,1,3420,10205,7,0,12,3,3,1,17,2,2,6,5,1,2,0.7818930041152263,2.6666666666666665,1,190.0
34,2,285,1,29,3,3,2,1,86,3,2,2,3,1,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,1.2411979881115685,2.0,0,493.54545454545456
35,2,890,2,2,3,2,4,0,97,3,1,8,4,1,2014,9687,1,0,13,3,1,0,2,3,3,2,2,2,2,0.34998696672169605,3.0,0,671.3333333333334
38,2,1084,1,29,3,5,4,1,54,3,2,4,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,1.4314128943758573,3.0,1,626.1
23,2,373,1,1,2,1,4,1,47,3,1,6,3,1,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,0.27960676726108824,3.6666666666666665,0,611.5
44,1,920,1,24,3,1,4,1,43,3,1,2,3,0,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0,0.7226794695930499,3.6666666666666665,1,158.05
29,2,468,1,28,4,3,4,0,73,2,1,6,1,2,3785,8489,1,0,14,3,2,0,5,3,1,5,4,0,4,0.8653406492912665,2.3333333333333335,1,630.8333333333334
34,2,971,2,1,3,5,4,1,64,2,3,7,3,1,7083,12288,1,1,14,3,4,0,10,3,3,10,9,8,6,1.2308628030237205,3.6666666666666665,0,643.9090909090909
36,0,1105,1,24,4,1,2,0,47,3,2,2,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8,1.2972107910379516,2.3333333333333335,0,472.8333333333333
55,0,177,1,8,1,3,4,1,37,2,4,0,2,0,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,3.1040237768632832,3.3333333333333335,0,387.9142857142857
43,2,589,1,14,2,1,2,1,94,3,4,5,1,1,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0,3.9229538180155465,2.0,0,746.0434782608696
32,1,1316,1,2,2,1,4,0,38,3,2,6,3,2,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,1.1426611796982167,3.6666666666666665,0,454.3636363636364
32,1,1318,2,10,4,2,4,1,79,3,2,7,4,2,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,0.8077157007559301,3.6666666666666665,0,929.6
25,2,883,2,26,1,3,3,0,32,3,2,7,4,2,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4,1.0739421322443305,3.0,1,882.8571428571429
37,2,674,1,13,3,3,1,1,47,3,2,6,4,1,4285,3031,1,0,17,3,1,0,10,2,3,10,8,3,7,0.9796524919981711,2.0,0,389.54545454545456
45,2,954,2,2,2,5,2,1,46,1,2,8,3,2,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1,1.1524893561560519,2.0,0,663.2
33,2,1198,1,1,4,4,3,1,100,2,1,6,1,2,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2,0.6399176954732511,2.0,0,399.85714285714283
31,2,471,1,4,3,3,1,0,62,4,1,2,3,0,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2,0.9094650205761317,2.0,1,795.6
26,2,775,2,29,2,3,1,1,45,3,2,7,3,0,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0.7482839516899817,1.6666666666666667,0,478.44444444444446
46,0,849,2,26,2,1,2,1,98,2,2,7,2,2,7991,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,1.388652359023373,2.3333333333333335,0,1141.5714285714287
29,2,408,2,23,1,1,4,0,45,2,3,7,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,1.2748283951689983,2.0,1,611.3333333333334
21,2,391,1,15,2,1,3,1,96,3,1,6,4,2,1232,19281,1,0,14,3,4,0,0,6,3,0,0,0,0,0.2816643804298125,3.6666666666666665,0,1232.0
52,2,266,2,2,1,2,1,0,57,1,5,3,4,1,19845,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,3.448605439221479,3.0,0,583.6764705882352
37,2,1017,1,1,2,3,3,0,83,2,1,6,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0.8962048468221308,1.6666666666666667,1,217.77777777777777
39,2,867,1,9,2,3,1,1,87,3,2,4,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,1.1776406035665294,2.0,0,468.27272727272725
27,2,1291,2,11,3,3,3,0,98,4,1,8,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,0.44035102962898603,3.0,0,422.3333333333333
36,2,1425,1,14,1,1,3,1,68,3,2,0,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,1.5057155921353451,2.6666666666666665,1,365.8888888888889
49,2,470,1,20,4,3,3,0,96,3,2,4,1,1,6567,5549,1,0,14,3,3,0,16,2,2,15,11,5,11,1.5013717421124828,2.3333333333333335,1,386.29411764705884
45,0,248,1,23,2,1,4,1,42,3,2,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,0.8305898491083676,2.6666666666666665,0,363.3
45,2,1005,1,28,2,5,4,0,48,2,4,5,2,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,3.8189300411522633,3.0,0,759.2727272727273
34,1,878,1,10,4,3,4,1,43,3,1,6,3,0,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,0.8721993598536808,3.6666666666666665,0,635.8333333333334
35,2,219,1,16,2,4,4,0,44,2,2,4,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,1.0946502057613168,3.3333333333333335,0,957.6
33,2,147,0,2,3,0,2,1,99,3,1,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,0.9264024704065877,3.0,0,600.0
32,2,1045,2,4,4,3,4,1,32,1,3,7,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,1.8072812581457989,3.6666666666666665,1,693.3333333333334
30,2,501,2,27,5,2,3,1,99,3,2,7,4,0,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,0.9217134416543574,3.6666666666666665,1,482.1818181818182
34,2,1442,1,9,3,3,4,0,46,2,3,0,2,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,1.9709647919524462,2.6666666666666665,0,862.1
23,2,541,2,2,1,5,3,1,62,3,1,8,1,0,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0,0.4035102962898601,2.3333333333333335,0,580.5
51,2,632,2,21,4,2,3,1,71,3,2,7,4,2,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0,0.9455208966895473,3.6666666666666665,1,453.4166666666667
28,1,791,1,1,4,3,4,1,44,3,1,2,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,0.4924554183813443,3.3333333333333335,1,359.0
31,2,616,1,12,3,3,4,0,41,3,2,0,4,1,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,1.3385916780978508,3.6666666666666665,1,532.2727272727273
27,2,608,1,1,2,1,3,0,68,3,3,4,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,1.6945587562871514,2.6666666666666665,0,741.2
28,2,1169,0,8,2,3,2,1,63,2,1,1,4,0,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,1.2702007205352548,3.3333333333333335,0,705.1428571428571
45,0,589,2,2,4,1,3,0,67,3,2,7,3,1,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,0.8956468850464854,2.6666666666666665,0,468.54545454545456
39,0,792,1,1,3,1,4,1,77,3,2,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,1.479652491998171,4.0,0,647.2
42,1,1271,1,2,1,3,2,1,35,3,1,6,4,2,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,0.5749885688157294,3.3333333333333335,0,279.44444444444446
33,1,508,2,10,3,2,2,1,46,2,2,7,4,2,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0.8136241202537144,3.0,1,468.2
36,2,557,2,3,3,3,1,0,94,2,3,7,4,1,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,1.3283517247371621,2.6666666666666665,0,694.9090909090909
38,2,723,2,2,4,2,2,0,77,1,2,8,4,1,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,0.9392649231036581,2.3333333333333335,1,257.3809523809524
59,2,715,1,2,3,1,3,0,69,2,4,4,4,2,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,3.1380887059899405,2.6666666666666665,0,442.7741935483871
29,2,1247,2,20,2,2,4,1,45,3,2,7,4,0,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,1.2044486923277435,4.0,0,630.0909090909091
49,1,1064,1,2,1,1,2,1,42,3,5,5,4,1,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,4.3806584362139915,3.3333333333333335,0,660.7241379310345
50,0,145,2,1,3,1,4,0,95,3,2,7,3,1,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,1.1029628986010949,2.6666666666666665,0,317.35
27,0,210,2,1,1,2,3,1,73,3,2,7,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,1.1033104526891997,3.0,0,907.0
42,0,355,1,10,4,5,3,1,38,3,1,6,3,1,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,0.6712391403749428,2.6666666666666665,1,266.90909090909093
37,2,408,1,19,2,1,2,1,73,3,1,6,2,1,3022,10227,4,0,21,4,1,0,8,1,3,1,0,0,0,0.6909007773205305,1.6666666666666667,0,335.77777777777777
36,1,469,1,3,3,5,3,1,46,3,1,6,2,1,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0.8440786465477823,2.6666666666666665,1,284.0
47,2,983,1,2,2,3,1,0,65,3,2,4,4,0,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,1.159122085048011,2.6666666666666665,0,241.42857142857142
39,2,119,2,15,4,2,2,1,77,3,4,7,1,2,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,2.3183595447041445,1.3333333333333333,0,606.4090909090909
41,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,1.6546577457539886,2.3333333333333335,0,584.5454545454545
29,1,337,1,14,1,4,3,0,84,3,3,0,4,2,7553,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,1.7267946959304985,2.6666666666666665,0,755.3
38,2,364,1,3,5,5,4,0,32,3,2,6,3,2,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,0.9869684499314129,3.0,0,215.85
32,2,1062,1,2,3,3,3,0,75,3,1,2,2,1,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0.541838134430727,2.6666666666666665,0,263.3333333333333
31,1,1445,1,1,5,1,3,0,100,4,3,4,2,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,1.702331961591221,2.0,0,676.9090909090909
21,2,546,1,5,1,3,3,1,97,3,1,6,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,0.7126200274348422,3.3333333333333335,0,779.25
43,1,422,1,1,3,1,4,0,33,3,2,0,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,1.271604938271605,3.3333333333333335,1,427.84615384615387
38,2,1495,1,4,2,3,4,0,87,3,1,2,3,1,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,0.7558299039780522,3.6666666666666665,1,413.25
50,2,813,1,17,5,1,4,0,50,2,3,5,1,0,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,3.03360768175583,2.6666666666666665,0,663.45
31,2,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,2.4343850022862368,3.0,0,760.5714285714286
35,2,303,2,27,3,1,3,1,84,3,2,7,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,1.01016595707707,3.6666666666666665,0,528.4545454545455
37,2,1305,1,10,4,1,3,1,49,3,2,4,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0.9595336076817559,3.0,1,220.89473684210526
